일자,제목,URL,본문
20240520,라이시 이란 대통령 탄 헬기는 1968년 초도비행한 美 헬기,http://www.munhwa.com/news/view.html?no=2024052001039909123002,"에브라힘 라이시 이란 대통령을 태우고 비행하다가 이란 북서부 산악지대에서 추락한 헬리콥터는 미국산 기종으로 전해졌다. 이란 국영 IRNA 통신은 라이시 대통령이 사고 당시 미국산 벨-212 헬기를 타고 있었다고 보도했다고 로이터 통신이 20일 전했다. 벨-212는 미국 업체인 벨 헬리콥터가 만든 헬기로, 1968년 초도 비행을 한 기종이다.

2개의 날개(블레이드)에 쌍발 엔진을 장착한 이 헬기는 미군과 캐나다군 등에 공급됐고 민간 상업용으로도 사용되고 있다. 헬기 전문가인 폴 비버는 영국 스카이뉴스에 ""세계에서 가장 널리 쓰이는 헬기 가운데 하나""라고 말했다.

AP 통신과 스카이뉴스는 이란 군용기 대부분은 1979년 이슬람 혁명 이전 기종이라고 보도했다. 이슬람 혁명을 통해 이란은 친미 성향의 팔레비 왕조를 축출하고 서방과 등을 졌다. 이슬람혁명 이후 이란은 국제 사회의 제재로 운용하고 있는 다양한 기종의 헬기 부품 조달에 어려움을 겪고 있는 것으로 알려졌다.

이란 정부는 20일(현지시간) 라이시 대통령이 헬리콥터 추락 사고로 사망한 것을 공식 확인했다. 라이시 대통령은 전날 북서부 동아제르바이잔 주(州)에서 열린 기즈 갈라시 댐 준공식에 참석한 뒤 타브리즈의 정유공장으로 이동하다가 디즈마르 산악 지대에서 변을 당했다."
20240520, 3대 중 왜 그 헬기만  이란 대통령 사망 두고 음모론  솔솔 ,http://www.munhwa.com/news/view.html?no=2024052001039909284002,"19일(현지시간) 에브라힘 라이시 이란 대통령이 이란 북서부 산악지대에서 헬기 추락 사고로 사망한 가운데, 헬기가 추락한 원인에도 관심이 쏠린다. 이란 국영 언론 등이 악천후를 사고 원인으로 지목하고 있으나 일각에선 내부의 적이나 이스라엘의 소행일 수 있다는 등 음모론도 제기되고 있다. 이에 향후 조사 결과에 따라 헬기 추락의 원인을 둘러싼  진실게임 이 벌어질 가능성도 배제할 수 없어 보인다.

이날 사고 직후 이란 국영 TV, IRNA 통신 등 현지 언론은 비와 짙은 안개 등 악천후를 사고 원인으로 지목했다. 이코노미스트, NBC방송, AP통신 등 서방 언론도 사고 원인으로 악천후를 꼽았다. 영국 주간지 이코노미스트는 비행 도중 비가 내리고 안개가 심하게 껴 시야가 거의 확보되지 않는 상황이었다고 전했다. 특히 이코노미스트는 기상 상황이 좋지 않아 구조대도 현장에 헬기로 접근할 수 없어 도보로 이동해야 했으며, 드론도 사고 현장을 찾는 데 어려움을 겪었다고 보도했다.

다만 이코노미스트는 많은 이란인들이 범죄와의 연관성을 의심하고 있다고도 짚었다. 과거 반체제 숙청을 주도하고 지난 2022년 이란에서 시작된 히잡시위를 유혈 진압하는 등  테헤란의 도살자 라고도 불린 라이시 대통령은 자국 내에서도 적들이 많았기 때문이다. 이 때문에 국내의 적들이 그를 제거하기 위해 음모를 꾸민 것 아니냐는 의문이 드는 것도 무리가 아니라는 분석이 나온다.

그러면서 이코노미스트는 일각에서 이스라엘의 관련성 여부를 의심하는 시선도 있다고 언급했다. 오랜 앙숙인 이란과 이스라엘은 지난달에도 이스라엘이 시리아 수도 다마스쿠스 주재 이란 영사관을 폭격해 이란 혁명수비대(IRGC) 쿠드스군 사령관 모하마드 레자 자헤디 등을 암살하고 이에 대해 이란이 보복 공격을 가하면서 정면충돌한 바 있다. 이스라엘의 정보기관인 모사드도 이란의 저명한 핵 과학자 등 오랜 적들을 암살해왔다는 의심을 받고 있다. 특히 일부 해외 누리꾼들은 사고 당일 세 대의 헬기가 같은 목적지를 향해 출발했지만 라이시 대통령이 타고 있던 헬기만 추락했다는 점에 주목하고 있다.

다만 이코노미스트는 이스라엘이 아직 국가원수를 암살하는 수준까지는 간 적이 없었고, 전쟁으로도 이어질 수 있는 대통령 암살을 도모하는 것은 어리석은 판단일 수 있다며 이스라엘 개입 가능성은 적다고 봤다. 미 정보당국도 암살 시도 등 타살 시도의 혐의점은 없는 것으로 현재까지 파악하고 있는 것으로 전해졌다.

한편 이스라엘이 공식적으로 사고 관련 언급을 자제하고 있는 가운데, 이스라엘 매체 와이넷(Ynet)는 헬기 추락 사고와 자국의 관련성을 부인하고 나섰다. 와이넷은 이스라엘 당국이 공식 언급을 삼가고 있지만 한 소식통이 사고 연관성을 부인했다고 보도했다."
20240520,이란 대통령 사망  대선 7월 열리나 하메네이 아들에  주목 ,https://www.ajunews.com/view/20240520144346590,"
차기 최고지도자로 꼽혔던 에브라힘 라이시 이란 대통령이 갑작스럽게 사망한 가운데 외신은 아야톨라 알리 하메네이의 아들이자 비선 실세인 모즈타바 하메네이에 주목했다.
 
블룸버그통신은 라이시 대통령의 죽음으로 모즈타바가 최고지도자에 오를 가능성이 커졌다고 19일(현지시간) 보도했다.
 
불투명한 정치 체제 특성상 이란에서는 차기 최고지도자를 공개적으로 논의하는 분위기는 아니다. 그러나 이란 정치권과 가까운 관료 및 학자 등은 라이시 대통령과 하메네이 최고지도자의 아들인 모즈타바를 유력한 최고지도자 후보로 꼽았었다. 
 
블룸버그통신은  라이시의 죽음은 모즈타바가 최고위직에 오를 분명한 길로 여겨질 것 이라며 세습 문제가 불거질 것으로 봤다. 이란은 1979년 이란혁명으로 팔레비 왕조를 무너뜨린 만큼, 성직자나 정치인들 모두 세습 통치에 반대 목소리를 낼 가능성이 크다."
20240520,이란 대통령 사망  이란 내각  차질 없이 정부 운영 ,https://www.ajunews.com/view/20240520150230616,"이란 정부 에브라힘 라이시 대통령의 사망 소식을 공식 발표했다.

20일(현지시간) 이란이슬람공화국 정부는 소셜미디어 엑스(X) 공식 계정에 라이시 대통령의 사망 소식을 알리며 추모 메시지를 전했다.

이란 정부는 게시물에서 ""세계의 억압받는 사람들의 지지자이자 이란 국민의 종이었던 에브라힘 라이시 대통령은 국민을 위해 봉사하던 중 순교했다""고 전했다."
20240520,이란 대통령 사망... 앞으로 중동 정세 변화 올까?,http://www.fnnews.com/news/202405201320286246,"
[파이낸셜뉴스] 에브라힘 라이시 이란 대통령이 지난 19일(현지시간) 이란 서부 지역에서 발생한 헬기 추락 사고로 사망함에 따라 중동 지역에 앞으로 어떤 변화가 올지 관심을 끌것으로 보인다.

이란은 레바논과 시리아, 이라크, 예멘과 팔레스타인 거주 지역의 무장단체들을 지원하면서 막대한 영향력을 과시해왔다.

이란은 지난해 10월 이스라엘을 공격한 팔레스타인 무장 정파 하마스와 또 다른 과격 팔레스타인 무장단체 이슬람지하드를 지원해왔다.

특히 강경파인 라이시 집권 중이던 지난 4월 이란은 이스라엘의 시리아 주재 이란 영사관 공습에 대한 보복을 이유로 이스라엘에 드론과 전략 미사일 수백개를 발사하며 양국간 긴장 관계는 최고조에 달했다.



그동안 양국이 비밀 군사적전이나 사이버공격을 시행하는 그림자 전쟁을 이어오다가 1979년 이슬람 혁명 이후 첫 직접 군사적 충돌이었다.

이스라엘도 이란 이스파한의 방공망을 공격으로 응수하면서 경고했다.

지난 10월 이후 이란이 지원하는 레바논의 무장 단체 헤즈볼라도 국경을 사이에 두고 이스라엘와 거의 매일 충돌해온 것으로 전해졌으나 전면전으로 확대되지는 않고 있다.

또 이란의 지원을 받는 예멘내 후티 반군은 이스라엘에 대한 봉쇄를 이유로 홍해를 지나가는 화물선들을 무작위로 공격해왔다.

중동 유일의 핵무장 국가로 추정되고 있는 이란은 주변 중동 국가들로부터 견제를 받아왔다.

AP통신은 이란의 핵무장 의혹이 아랍에미리트연합(UAE)과 바레인이 이스라엘과 수교를 결정하게 만든 결정적인 이유이며 현재 사우디아라비아도 이스라엘과 국교 정상화를 추진 중인 것으로 알려졌다고 보도했다.

이란은 주요 우방국 러시아에 우크라이나에서 사용된 살상용 드론을 제공한 의혹도 받으며 영향력을 중동 밖으로 확대시키려 하고 있다고 AP는 지적했다.

이란 최고 지도자인 알리 하메네이의 수제자로 그의 후계자로도 물망에 올랐던 라이시는 지난달 이스라엘의 시온주의 정부가 팔레스타인 주민들을 75년동안 억압했다며 비난했다.
그동안 이란 정부 고위관리들은 팔레스타인의 저항을 지지한다며 이스라엘을 지도에서 사라지게 해야 한다고 주장해왔다.

이스라엘은 수년동안 이란의 고위 군 관계자들과 핵 과학자들에 대한 암살을 감행해온 것으로 전해졌다.

AP통신은 라이시 대통령이 탑승한 헬기의 추락에 이스라엘이 개입했다는 증거가 없으며 이스라엘 정부는 사고에 대해 논평을 하지 않고 있다고 보도했다."
20240520, 이란 대통령 등 전원 사망  소식에 금값 장중 2450달러  술렁이는 시장,http://www.mk.co.kr/article/11019827,
20240520, 위기의 중동  라이시 이란 대통령 헬기 추락 사망  美 EU 경계 ,http://www.kukinews.co.kr/newsView/kuk202405200107,"이란 대통령이 탄 헬리콥터 탑승객이 전원 사망했다는 소식이 전해지자 20일(이하 현지시간) 아시아 선물 시장에서는 금 시세가 또 다시 최고가를 향해 치솟는가 하면 국제 유가가 반등하는 등 상품 가격이 심상치 않은 흐름을 보이고 있다.

20일 코스피지수 장중 흐름사진 확대
20일 코스피지수 장중 흐름
이날 오전 상승세로 출발했던 한국 코스피 지수와 일본 닛케이225 지수도 사망 속보가 전해진 후 상승폭을 좁히는 모양새다.

헬기 추락 사고가 이란과 이스라엘이 가자지구를 둘러싸고 갈등을 이어가는 가운데 나온 데다 헬기가 미국산이었다는 점에서 이란과 팔레스타인 무장정파 하마스, 그리고 이스라엘과 미국 간 대립이 심해질 수 있다는 지정학 리스크가 불거진 탓이다.


20일 아시아 선물 시장에서는 금 6월물 가격이 오전 장 중 1트로이온스당 2450달러를 찍으면서 사상 최고가를 향해 다가섰다.

이는 하마스와 손잡고 있는 이란이 이스라엘을 향해 보복을 선언하면서 중동 전쟁 위험이 치솟은 결과 금 값이 사상 최고가를 찍은 지난 달 12일(종가 기준 2448.8달러) 기록을 돌파할 것으로 보인다.

국제 금 협회는 최근 금 관련 시장에서는 중국 외에도 터키와 중동 주요국의 금 수요가 증가한 것이 금 값 상승 배경이라고 꼽은 바 있다.

한편 이날 미국 서부텍사스원유(WTI) 와 브렌트유 선물도 각각 배럴 당 약 0.40% 가량 오름세로 전환했다.

아시아 선물 시장 개장 초반 유가는 약보합세였으나 에브라힘 라이시 이란 대통령 사망 보도가 나오면서 강보합세로 돌아섰다.

이는 사고 배경이 밝히지는 대로 이란이 다시 한 번 보복에 나서는 경우 원유 주요 수출항로인 호르무즈 해협을 봉쇄할 수도 있다는 투자 불안감이 작용한 결과로 풀이된다.


앞서 19일에는 라이시 대통령이 이란 북서부 동아제르바이잔주에서 헬기를 타고 이동하던 중 추락 사고로 인해 실종됐다는 보도가 나왔다.

터키 측이 드론을 동원해 라이시 대통령 찾기에 나선 가운데 사고 배경 역시 밝혀지지 않았지만 당일 이스라엘 텔아비브 증시에서는 대표 주가지수인 TA-125 지수가 사고 소식 이후 낙폭을 키우면서 직전 거래일 대비 1.38% 하락 마감했다. 이스라엘 증시는 일요일부터 목요일까지 운영된다.

헬기는 미국산 벨 212호로, 해당 기내에는 라이시 대통령 외에도 호세인 아미르압돌라이한 이란 외무장관과 말렉 라흐마티 동아제르바이잔 주지사 등 고위 관리들도 헬기에 함께 탔던 것으로 전해졌다.

이날 전원 사망 소식이 나오자 하마스는 성명을 내고  고통스러운 사건에 대해 우리는 이란과의 완전한 연대를 표명한다 고 밝혔다.

앞서 외교 및 핵 문제와 관련한 최고 결정권자인 이란 최고지도자 아야톨라 알리 하메네이는 대통령 사고에도 불구하고 국정에 차질이 없을 것이라고 강조했지만 전원 사망 추정 소식이 나오면서 시장도 일부 영향을 받는 분위기다.

라이시 대통령은 하메네이 최고 지도자에 이은 사실상 2인자로 꼽혀왔다.

미국·이스라엘과의 갈등이 진행 중인 가운데 히잡 시위와 경제난 등으로 인한 이란 내부 혼란까지 겹친 상황에서 후계구도 승계 과정 역시 이번 사고 영향을 받을 것으로 보인다.
"
20240520,이란 대통령 사망  권력투쟁 불보듯 중동 파장에 서방  촉각 ,https://www.ajunews.com/view/20240520095302249,"
미국을 비롯한 서방이 이란 대통령의 사망에 촉각을 곤두세우고 있다. 이인자인 에브라힘 라이시 대통령의 갑작스러운 죽음으로 이란 강경파 간 권력 투쟁이 일면서, 중동 전역에 파장을 미칠 수 있다는 우려다.
 
중동 전역  안갯속 으로…사망 둘러싼 음모론 확산  
ABC방송, CNN 등 외신은 에브라힘 라이시 대통령의 사망이 중동 긴장을 고조시킬 수 있다고 19일(현지시간) 보도했다.
 
유력한 차기 최고지도자였던 라이시 대통령의 부재는 이란 정치 및 사회 불안정을 부채질할 수 있다. 이스라엘-하마스 전쟁으로 촉발된 중동을 둘러싼 불확실성이 더욱 짙어질 수 있는 것이다.
 
이란은 수십 년간 레바논, 시리아, 이라크, 예멘, 팔레스타인 등지의 무장단체를 지원하며 이스라엘과 맞섰다. 문제는 이스라엘-하마스 전쟁으로 중동 긴장이 최고조를 찍은 상황에서 헬리콥터 사망 사고가 발생했다는 점이다. 올해 들어 이란과 이스라엘은 오랜 기간 유지했던 그림자전쟁에서 벗어나 전면전을 벌였다. 갑작스러운 헬리콥터 사고의 불똥이 어디로 튈지 모르는 만큼, 중동 전역은 한 치 앞도 알 수 없는 안갯속으로 빠져든 셈이다. 

지금까지는 헬리콥터 추락 사고에 이스라엘이 연루됐다는 증거는 없다. 또한 이스라엘 관리들 역시 이번 사건과 관련해 침묵을 지키고 있다.
 
그러나 일부 외신들은 라이시 대통령의 사망과 관련해 음모론이 확산하고 있는 점을 주목했다. 현지 언론과 서방 언론 모두 악천후를 사고 원인으로 꼽았지만, 라이시 대통령 일행이 타고 있던 총 3대의 헬기 중 라이시 대통령과 호세인 아미르 압돌라이한 이란 외무장관이 타고 있던 헬기만 경착륙한 데 대한 의구심이 커지고 있다. 

가디언과 이코노미스트 등은 라이시 대통령의 사망과 관련한 음모론이 퍼지고 있다고 전했다. 라이시 대통령의 이란 내 적들이 이번 사고를 꾸몄거나, 이스라엘이 사고의 배후라는 것이다. 이스라엘 정보기관 모사드는 과학자 등 이란 유력 인물들을 암살하곤 했다. 다만, 이코노미스트는 모사드가 이란 고위 정치인을 겨냥한 적이 없는 점 등을 고려할 때 이스라엘 개입 가능성은 작게 봤다.
 
강경파 권력투쟁 불보듯…하메네이 아들 전면 등장하나 
이란 내 권력투쟁이 발생할 가능성은 크다. 이란 최고지도자 아야톨라 알리 하메네이는 85세로, 후계자 선정이 불가피한 나이다. 라이시 대통령은 유력한 후계자로 꼽히던 인물이다. BBC는  이란에서 강경파들을 중심으로 이란 최고지도자 자리를 둔 경쟁이 벌어지고 있었다""며 유력 후계자가 사라지면서 권력다툼이 더욱 거세질 수 있다고 짚었다. 
 
하메네이의 아들인 모즈타바 하메네이가 정치 전면에 등장하면서, 최고지도자 세습 문제가 수면 위로 부상할 가능성도 있다. 모즈타바 하메네이는 공식 직책은 없으나, 이란 정부 내 인사권을 쥔 비선 실세로 통한다. 가디언은  라이시 사망으로 세습 가능성은 커질 것 이라며 이란 내에서 권력 세습에 반발하는 목소리가 커질 것으로 내다봤다.

새 대통령은 50일 이내에 선출돼야 한다. 모하마드 모크베르 이란 제1부통령이 일단 대통령직을 승계한 후 새 대통령을 뽑기 위한 보궐선거를 준비할 예정이다. 일부 외신은 권력 싸움으로 인해 이스라엘-하마스 전쟁에 대한 이란의 관심이 줄어들 수 있다고 전망했다.  

이란 사회 및 경제 불안정은 심화될 전망이다. 서방의 경제 제재로 이란 통화 가치는 사상 최저 수준으로 폭락한 데다가 물가 상승률은 30%에 육박한다. 더구나 이란 당국이 2022년 발생한 히잡시위를 강경 진압하면서 이란 국민들의 정치 불신은 극에 달한 상황이다.
 
이란 전문가 겸 미국 월간지 디애틀랜틱의 기고자인 아라시 아지지는 이란이  격동의 시기 에 진입할 것으로 전망했다. 아지지는 ""이란 내 세력 간 권력투쟁이 더욱 고조될 것""이라고 CNN에 말했다. 그는  대중 시위가 다시 일어날 수도 있다""며 정치적 위기가 발생할 가능성이 있다고 봤다.
 
아지지는 라이시 사법부가 손에 피를 많이 묻힌 점을 고려할 때 이란인들이 그의 죽음을 크게 애도하지 않을 것으로 보면서도, 그의 사망은  중대한 사건 이라고 강조했다.
 
다만, 최고지도자가 모든 권한을 움켜쥐고 있다는 점에서 이번 사건이 이란 국내외에 미치는 영향은 크지 않을 것이란 분석도 있다."
20240520," 헬기 추락  이란 대통령, 사망 확인 중동 정세 요동치나",http://www.munhwa.com/news/view.html?no=2024052001039909284001,"19일(현지시간) 이란 북동부에서 헬기 추락 사고를 당한 에브라힘 라이시 이란 대통령이 사망한 것으로 확인됐다.  테헤란의 도살자 라고 불리는 등 대내외적으로 초강경책을 펼쳐오던 라이시 대통령의 죽음에 따른 이란 내 권력 공백이 불가피해 살얼음판을 걸어온 중동 정세가 또 다시 요동칠 것으로 예상된다.

20일 로이터통신에 따르면 모흐센 만수리 이란 행정 담당 부통령은 이날 자신의 X에 라이시 대통령이 헬기 추락 사고로 사망한 사실을 확인했다. 이란 국영 IRNA 통신도 이날 오전  64세의 아야톨라 세예드 에브라힘 라이솔사다티는 이란의 제8대 대통령 이라며 그의 사망을 확인하는 보도를 타전했다. 이란 반관영통신 메흐르도 사고 헬기에 탔던 라이시 대통령 등 탑승자 전원의 사망사실을 보도하며  라이시 대통령이 국민을 위해 봉사하고 의무를 수행하던 중 사고로 순교했다 고 전했다.

라이시 대통령은 이란 북서부에 위치한 동아제르바이잔 주에서 열린 기즈 갈라시 댐 준공식에 일함 알리예프 아제르바이잔 대통령 등과 함께 참석한 뒤 타브리즈로 돌아오던 중 사고를 당했다. 라이시 대통령 일행이 탑승했던 헬기는 짙은 안개와 폭우 등 악천후 속에 비행하다가 동아제르바이잔주 중부 바르즈건 인근의 디즈마르 산악 지대에 추락한 것으로 전해졌다. 라이시 대통령과 함께 헬기에 탑승한 동승자는 호세인 아미르압돌라히안 외무장관, 말렉 라흐마티 동아제르바이잔 주지사 등인 것으로 알려졌다.

사고 신고를 받은 이란 당국은 65개의 수색·구조팀을 급파했으나, 짙은 안개와 폭우 등 악천후와 험난한 지형으로 현장 접근에 어려움을 겪었다. 그럼에도 튀르키예에서 지원한 아킨치 드론이 이날 사고 헬기의 잔해로 추정되는 열원을 발견하고 이란 당국과 좌표를 공유해 본격적인 수색이 이뤄졌다. 수색·구조팀이 헬기가 추락한 위치를 확인한 후 현장으로 접근했고, 사고를 당한 헬기는 추락으로 완전히 불에 탄 채로 발견됐다.

강경 보수 성향의 성직자 출신인 라이시 대통령은 2021년 8월 대통령직에 취임했다. 현재 이란 최고지도자인 아야톨라 알리 하메네이 밑에서 신학을 공부했으며, 1970년 팔레비 왕정 반대 시위에 참여했다. 이슬람 혁명 2년 뒤인 1981년 검사 생활을 시작했으며 1988년 이란·이라크 전쟁이 끝난 후에는 반체제 인사 숙청을 주도했다. 이에 서방과 이스라엘에서는 그를  테헤란의 도살자 라고 부르기도 했다. 그가 대통령으로 취임한 후 이란 당국은 2022년 시작된 이른바  히잡 시위  당시 시위대를 유혈 진압했다. 이스라엘·하마스 전쟁 중에는 이스라엘의 시리아 다마스쿠스 주재 영사관 공격에 대한 보복 차원에서 처음으로 이스라엘 본토를 300기가 넘는 미사일과 드론으로 공격하는 등 대외적으로도 초강경 이미지를 굳혀왔다.

한편 이란 헌법은 대통령의 유고시 부통령에게 대통령직을 승계하고 50일 이내 새 대통령 선출을 위한 선거를 실시하도록 규정하고 있다. 라이시 대통령의 사망으로 대통령직은 이란 12명 부통령 중 가장 선임인 모하마드 모크베르에게 승계되며, 그는 새 대통령을 뽑기 위한 보궐선거를 준비하는 역할을 맡을 예정이다."
20240520,"이란 대통령 사망  이란 정부,  국민의 종  라이시 대통령 공식 사망 발표",https://www.ajunews.com/view/20240520142245560,"
이란 정부가 에브라힘 라이시 대통령의 사망 소식을 공식적으로 발표했다.

20일(현지시간) 이란 이슬람공화국 정부는 소셜미디어 엑스(X) 공식 계정에 라이시 대통령의 사망 소식을 알리며 추모 메시지를 전했다.

이란 정부는 게시물에서 ""세계의 억압받는 사람들의 지지자이자 이란 국민의 종이었던 에브라힘 라이시 대통령은 국민을 위해 봉사하던 중 순교했다""고 전했다. 라이시 대통령과 함께 동승했던 관리 3명, 조종사, 경호원 등 9명도 모두 숨진 걸로 알려졌다.

라이시 대통령은 전날 북서부 동아제르바이잔주에서 열린 댐 준공식에 일함 알리예프 아제르바이잔 대통령과 함께 참석한 뒤 타브리즈로 돌아오던 중 사고를 당했다.

라이시 대통령이 탑승한 헬기는 짙은 안개와 폭우 등 악천우 속에 표류하다 동아제르바이잔주 중부 바르즈건 인근의 디즈마르 산악 지대에 추락한 것으로 추정된다."
20240520,헬기 추락 사망  라이시 대통령은 누구?  이란 최고지도자 후계자 거론 ,https://www.hankookilbo.com/News/Read/A2024052010180001029,"19일(현지 시간) 헬기 추락 사고로 사망한 에브라힘 라이시(63) 이란 대통령은 이란 내 서열 2위 강경파 정치인이다. 특히 36년째 이란을 이끌고 있는 최고지도자 아야톨라 알리 하메네이(85)의 후계자로 점쳐졌던 인물이기도 하다.

1960년 성직자 가문에서 태어난 라이시 대통령은 아버지의 뒤를 이어 시아파 신학교를 다녔고, 19세였던 1979년에는 이란을 이슬람 근본주의로 물들인 이슬람 혁명에 동참했다. 그는 25세에 검사로 사법부에 첫발을 디뎠다고 영국 가디언은 전했다. 라이시 대통령은 테헤란 검찰청장과 검찰총장직을 거쳐 2019년 사법부 수장으로 임명됐고, 2021년에는 이란 대선에 출마해 당선되며 대통령 자리에 올랐다.

이란의 정치 구조상 국가를 이끄는 수장은 최고지도자 하메네이로, 종교·군사·재정 등 핵심 권한이 그에게 모두 집중돼 있다. 라이시 대통령은 하메네이에 이은 서열 2위이며 국정 일반을 운영하는 역할이었다. 신학을 공부한 라이시 대통령은 하메네이의 제자로, 최고지도자 후계자로도 여겨져 왔다.


강경파로 분류되는 라이시 대통령은 반(反)서구·반인권적 면모가 두드러진 인물이라고 외신들은 평가했다. 그는 판사로 재직하던 1988년 반체제 인사 수천 명의 처형을 이끈  사형위원회 에 참여한 것으로 알려졌고, 2019년에는 이란 수감자에 대한 고문 등 인권 침해 혐의로 미국 재무부 제재 대상에도 올랐다. 2022년 이란 여성 마흐사 아미니가 히잡을 제대로 쓰지 않았다는 이유로 경찰에 사망한 뒤 반정부 시위가 불붙자, 이를 탄압하고 여성 복장을 단속하는 데 박차를 가하기도 했다. 라이시 대통령은 핵무기 개발 수순인 우라늄 농축을 지원하고, 국제사회 조사를 방해하기도 했다고 AP통신은 설명했다.

라이시 대통령은 대외 정책에서도 강경 보수 성향이 강했으며, 그가 재임하는 동안 이란의 대(對)이스라엘 정책은 한층 공격적으로 변모했다고 가디언은 지적했다. 이란과 이스라엘은 반목해온 45년간 물밑에서 서로를 공격하는  그림자 전쟁 을 벌였지만, 이란은 지난달 사상 처음으로 이스라엘 본토를 미사일과 무인기(드론)로 타격하며 긴장을 고조시켰다.

한편으로는 16년 동안 단교했던 사우디아라비아와의 외교 관계를 지난해 3월 중국의 중재로 정상화하고 7년 만에 아랍에미리트 대사를 임명하는 등, 서방의 제재 속에서 경제를 재건하기 위해 주변국과의 관계 개선도 추진해 왔다. 이번 헬기 사고 직전 아제르바이잔 대통령과 회담한 것도 라이시 대통령이 중시하는 주변국 외교의 일환이었다.

한편 로이터통신은 20일 이란 관리를 인용해 전날 헬기 추락으로 라이시 대통령이 사망한 것으로 확인됐다고 전했다. 그의 사망이 공식화되면 이란 헌법에 따라 모하마드 모흐베르 제1부통령이 최고지도자 하메네이의 승인을 얻어 대통령직을 승계하게 된다. 또 이란의 행정부, 입법부, 사법부 수장들은 위원회를 꾸려 50일 이내에 새 대통령을 선출해야 한다.
"
20240520,"이란 내각, 라이시 사망 공식 확인  차질 없이 정부 운영 ",http://www.segye.com/content/html/2024/05/20/20240520510808.html,"이란 정부는 20일(현지시간) 에브라힘 라이시 자국 대통령이 헬리콥터 추락 사고로 사망한 것을 공식 확인했다.

 

AFP 통신에 따르면 이란 내각은 이날 오전 성명에서 ""아무런 차질 없이 국정이 운영될 것""이라며 이같이 밝혔다.


에브라힘 라이시 이란 대통령. AFP연합뉴스
내각은 ""지칠 줄 몰랐던 아야톨라(고위 성직자가 수여받는 칭호) 라이시의 정신으로 국가에 대한 헌신은 계속될 것""이라고 강조했다.

 

라이시 대통령은 전날 북서부 동아제르바이잔 주(州)에서 열린 기즈 갈라시 댐 준공식에 참석한 뒤 타브리즈의 정유공장으로 이동하다가 디즈마르 산악 지대에서 변을 당했다.

 

이번 사고로 헬기에 동승했던 대통령과 호세인 아미르압돌라히안 외무장관, 타브리즈 지역 성직자인 금요 기도회의 이맘 아야톨라 알 하솀, 말리크 라흐마티 동아제르바이잔 주지사 등이 함께 숨졌다.

 

국영 IRNA 통신은 이란 현행 헌법에 따라 대통령 유고시 수석부통령이 권한을 대행하며 50일 이내로 새 대통령을 선출하도록 돼 있다고 설명했다.

<연합>"
20240520,"이란 대통령 사망   이란 정부, 긴급 회의 소집...정부 곧 공식 성명 발표 ",https://www.ajunews.com/view/20240520141302537,"

에브라힘 라이시 이란 대통령이 헬기 사고로 사망했다는 소식이 전해진 가운데 이란 정부는 긴급회의를 소집했다고 20일(현지시간) 이란 국영 통신사 IRNA가 보도했다.

보도에 따르면 현지 관계자들은 이란 정부가 라이시 대통령과 일행의 사망 여부를 확인한 가운데 곧 공식 성명을 발표할 예정이다. 

국영 언론인 FARS 통신은 애도 방법과 시기 등 세부사항도 함께 향후 발표될 것이라고 보도했다."
